1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
5,13,5,5,5,29,29,29,5,5,29,5,13,13,29,29,31,29,29,29,5,5,31,29,25,29,5,29,29,31,31,25,29,31,29,31,29,29,29,29,31,29,29,29,29,29,29,29,29,31,31,31,31,29,29,29,31,29,29,29,29,31,29,29,31,31,29,29,29,29,98,98,98,29,29,29,29,29,29,98,98,98,29,29,98,98,29,29,29,98,98,98,98,98,98,98,29,98,29,98
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,78,59,59,59,78,78,78,59,59,59,59,59,59,59,78,78,59,59,59,59,78,59,59,59,78,78,78,59,59,59,59,59,59,59,78,59,78,78
46,50,18,18,46,18,18,18,18,46,18,46,50,50,46,18,50,18,18,18,46,46,50,46,50,46,46,46,46,50,50,50,46,50,18,46,18,18,18,46,50,18,46,46,18,46,18,46,46,50,50,50,50,46,46,46,50,18,18,46,46,50,18,46,50,50,18,18,18,46,86,46,50,46,46,46,18,18,46,46,86,86,46,46,86,86,18,18,46,46,86,86,86,86,86,86,46,86,46,46
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,93,81,81,81,81,81,81,93,81,93,93,81,93,81,81
12,30,3,3,12,3,3,3,3,3,3,12,30,30,3,3,12,3,3,3,12,12,30,12,30,12,12,12,3,30,30,30,12,30,3,30,3,3,3,12,30,3,30,30,3,30,3,3,12,30,30,66,66,66,66,66,66,3,3,66,3,66,3,3,66,66,3,3,3,66,66,66,66,66,66,66,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
4,33,4,4,4,4,4,4,4,4,4,4,33,33,4,4,33,4,4,4,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,4,33,33,33,33,4,33,33,33,33,33,33,33,33,33,33,33,72,72,72,72,97,97,72,72,72,97,97,72,72,97,97,97,72,72,72,72,97,72,72,97,97,72,72,72,72,97,97,72,72,97,97,97,97,72,72,72,72,72,72,97,72,97,97
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,49,28,28,28,28,28,28,28,28,28,28,28,28,28,65,28,65,49,28,54,54,54,49,28,54,49,49,54,49,54,49,49,65,65,65,65,54,54,65,65,54,54,54,54,65,87,54,65,65,87,87,87,65,65,65,65,87,54,54,87,87,54,54,65,65,87,54,65,65,87,87,87,54,65,65,65,65,65,65,87,65,87,87
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,79,36,36,36,36,79,36,36,79,36,79,36,36,36,36,36,36,79,79,36,36,79,79,79,79,36,79,79,36,36,79,79,79,79,36,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
10,34,10,10,10,11,11,11,11,10,11,10,34,34,10,11,34,11,11,11,10,10,34,10,34,10,10,10,40,34,34,34,40,34,40,34,37,37,37,40,34,37,40,40,37,40,37,40,40,34,34,34,71,40,40,70,70,37,37,70,37,71,37,37,71,71,37,37,37,70,71,70,70,70,70,70,37,37,70,70,71,70,70,70,71,71,37,37,70,70,70,70,71,70,71,71,70,71,70,70
2,2,20,20,20,19,19,20,20,20,20,41,2,2,20,20,41,19,19,20,41,41,41,20,2,41,41,41,20,41,41,41,41,41,38,41,38,38,38,48,41,38,48,41,38,41,38,48,48,41,41,41,41,48,48,41,41,38,38,75,48,41,38,38,41,41,38,38,38,75,41,75,75,75,75,75,38,38,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
17,17,16,16,17,16,16,16,16,16,16,17,17,17,16,16,17,16,16,16,17,23,23,16,23,23,23,23,16,23,23,23,23,23,16,23,61,16,16,56,23,61,56,56,61,56,61,61,56,56,56,56,56,61,61,56,56,61,61,56,61,56,61,61,56,56,61,61,61,56,91,56,56,61,56,61,61,61,61,91,91,91,61,61,91,91,61,61,61,91,91,91,91,91,91,91,61,91,61,61
22,13,24,24,22,24,24,24,24,24,24,22,13,13,24,24,22,24,24,24,22,22,22,24,13,24,22,24,24,22,13,13,24,13,55,22,55,55,55,24,22,69,24,24,55,24,55,55,55,62,62,62,62,55,55,62,62,69,55,55,55,62,69,69,62,62,69,69,69,62,62,62,62,69,84,84,69,69,84,84,62,62,89,84,62,62,89,89,89,84,62,84,62,62,62,62,99,62,99,89
27,27,27,27,27,35,35,35,35,27,35,27,27,27,27,35,27,35,35,35,27,27,27,27,27,27,27,27,35,27,27,27,27,27,35,27,47,47,35,35,27,47,27,27,47,27,47,35,35,27,27,27,27,47,47,27,27,67,47,47,47,92,67,67,92,92,67,67,67,92,92,92,92,67,92,92,67,67,92,92,92,92,67,92,92,92,67,67,67,92,92,92,92,92,92,92,67,92,67,92
26,14,9,9,26,9,9,9,9,26,9,26,14,14,9,9,31,39,9,9,26,26,31,26,14,26,26,26,26,31,31,31,26,31,39,31,39,39,39,26,31,39,26,26,39,26,39,39,39,31,31,31,31,39,39,80,80,68,68,80,68,80,68,68,80,95,68,68,68,80,95,80,80,83,80,80,68,68,80,80,95,80,83,83,95,95,88,88,88,80,95,80,95,95,95,95,88,95,88,83
5,5,5,5,5,6,6,6,6,5,6,5,52,52,5,6,5,6,6,6,5,5,5,5,52,5,5,5,5,52,52,52,51,52,6,51,6,6,6,51,51,6,51,51,6,51,6,51,51,52,51,52,52,90,90,57,57,90,90,57,90,57,90,90,57,57,90,90,90,73,52,73,73,90,82,90,90,90,90,82,73,82,90,90,73,73,90,90,90,90,82,82,82,82,82,82,90,82,90,90
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,45,8,45,45,45,8,8,45,76,76,45,76,45,45,76,76,76,76,98,76,76,76,76,63,45,76,76,76,63,63,98,98,63,63,63,76,98,76,76,76,76,76,63,63,76,76,98,76,100,76,98,98,63,100,100,76,98,76,98,98,98,98,100,98,100,100
1,25,15,15,1,15,15,15,15,15,15,21,25,25,15,15,21,42,15,15,21,21,21,15,25,29,21,29,29,32,32,32,43,32,29,44,42,42,42,43,44,42,43,44,42,44,42,60,43,53,44,53,53,60,60,44,44,58,64,60,64,85,58,64,85,53,77,77,77,60,85,60,85,74,60,60,77,77,60,60,85,94,74,74,85,85,77,77,74,74,94,94,96,94,94,96,74,96,77,74
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,86,28,28,28,28,28,28,28,28,86,28,28,86,86,28,28,28,86,86,86,86,28,86,28,28,28,86,86,86,86,28,28,86,86,28,28,28,86,86,86,86,86,86,86,86,86,86,86
7,46,7,7,7,7,7,7,7,7,7,46,46,46,7,7,46,7,7,7,46,46,46,46,46,46,46,46,46,46,46,46,46,46,54,46,54,54,54,46,46,54,46,46,54,46,54,54,46,46,46,46,46,54,54,46,46,54,54,54,54,72,54,54,72,72,54,54,54,72,93,72,72,54,72,54,54,54,72,72,72,72,54,54,93,93,54,54,54,72,93,72,93,93,93,93,54,93,54,72
30,30,11,11,11,11,11,11,11,11,11,30,30,30,11,11,30,11,11,11,30,30,30,11,30,30,30,30,11,30,30,30,30,30,11,30,11,11,11,11,30,11,30,30,11,30,11,11,11,30,30,30,30,11,11,30,30,11,11,30,11,30,11,11,30,30,11,11,11,30,30,30,30,11,30,30,11,11,30,30,30,30,11,11,30,30,11,11,11,30,30,30,30,30,30,30,11,30,11,11
62,62,61,61,62,61,61,61,61,62,61,62,62,62,61,61,62,61,61,61,62,62,62,62,62,62,62,62,61,62,62,62,62,62,61,62,61,61,61,61,62,61,62,62,61,62,61,61,61,62,62,62,62,61,61,62,62,61,61,79,61,62,61,61,62,62,61,61,61,79,62,79,62,61,79,79,99,99,79,79,62,79,61,79,62,62,99,99,99,79,79,79,62,79,62,62,99,62,99,99
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
20,34,20,20,20,20,20,20,20,20,20,34,34,34,20,20,34,20,20,20,34,34,34,20,34,20,34,20,20,34,34,34,34,34,20,34,20,20,20,20,34,20,34,34,20,34,20,20,20,34,34,34,34,80,80,80,80,20,80,80,80,34,20,80,80,34,80,80,80,80,34,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,83,56,56,36,36,83,36,36,83,36,83,56,56,36,56,66,66,56,56,56,56,83,83,56,83,66,83,83,66,66,83,83,83,56,71,56,56,83,56,83,83,83,83,56,66,56,83,83,71,71,83,83,83,83,66,56,71,66,71,71,83,71,83,83
50,50,47,47,50,47,47,47,47,50,47,50,50,50,47,47,50,47,47,47,50,50,50,50,50,50,50,50,47,50,50,50,50,50,47,50,47,47,47,47,50,47,50,50,47,50,47,47,47,50,50,50,50,47,47,50,50,68,47,75,47,50,68,68,50,50,68,68,68,75,50,75,75,68,75,75,68,68,75,75,95,75,68,75,95,95,68,68,68,75,95,95,95,95,95,95,68,95,68,75
1,13,9,9,1,16,16,9,9,10,16,21,13,13,9,16,21,16,16,16,21,21,21,10,13,33,21,33,33,21,13,13,33,53,35,33,35,35,35,49,33,35,33,33,35,33,35,49,49,53,33,53,53,60,60,60,60,69,69,60,69,53,69,69,53,53,69,69,69,60,53,60,60,69,60,60,69,69,60,60,53,60,69,60,53,53,69,69,69,60,60,60,53,60,60,53,69,53,69,69
31,14,31,31,31,31,31,31,31,31,31,31,14,14,31,31,31,88,31,31,31,31,31,31,25,31,31,31,31,31,31,25,31,31,31,31,88,88,88,31,31,88,31,31,88,31,88,31,31,31,31,31,31,88,88,31,31,88,88,91,88,91,88,88,91,91,88,88,88,91,91,91,91,88,91,97,88,88,91,91,91,91,97,97,91,91,88,88,88,97,91,91,91,91,91,91,97,91,97,97
23,23,6,6,23,6,6,6,6,23,6,23,23,23,6,6,23,6,6,6,23,23,23,23,23,23,23,23,48,23,23,23,23,23,48,23,45,45,48,48,57,45,48,57,45,57,45,48,48,57,57,57,57,48,48,57,57,67,74,48,74,57,67,74,57,57,67,67,67,73,73,73,73,74,76,76,67,67,76,76,73,73,74,76,73,98,67,67,74,76,92,92,98,92,98,98,74,98,74,74
4,41,4,4,4,4,4,4,4,4,4,4,41,41,4,4,41,42,39,4,41,41,41,4,41,43,41,43,43,41,41,41,43,41,39,41,42,39,39,43,41,42,43,43,42,43,39,39,43,41,41,41,41,64,64,70,41,64,64,70,64,81,64,64,81,81,64,64,64,70,81,70,81,64,70,70,89,89,70,70,81,70,89,89,81,81,89,89,89,70,81,81,81,81,81,81,89,81,89,89
5,2,3,3,5,8,8,8,3,5,8,5,2,2,3,8,5,38,8,8,5,5,32,5,32,5,5,5,8,32,32,32,52,32,38,52,38,38,38,38,52,38,52,52,38,52,38,38,38,52,52,52,52,38,38,52,52,38,38,38,38,52,38,38,52,52,38,38,38,52,52,52,52,38,52,38,38,38,38,52,52,52,38,38,52,52,38,38,38,38,52,52,52,52,52,52,38,52,38,38
17,17,19,29,17,19,19,19,19,29,19,17,17,17,29,19,17,18,19,19,17,17,17,29,17,29,17,29,29,17,17,17,29,17,29,17,18,19,19,29,17,58,29,29,58,29,58,29,29,17,17,17,17,58,58,29,29,58,58,29,58,94,63,58,94,94,63,63,63,94,94,94,94,58,94,58,77,77,94,94,94,94,87,87,94,94,87,87,87,94,94,94,94,94,94,94,87,94,87,87
12,12,15,15,12,15,15,15,15,24,15,12,12,12,15,15,12,15,15,15,12,27,12,24,12,24,27,24,40,27,27,51,27,51,40,27,59,59,59,40,51,59,40,40,59,40,59,40,40,51,51,51,51,59,59,51,51,59,59,40,59,51,59,59,51,85,59,59,59,51,85,85,85,59,59,59,59,59,59,85,85,85,59,59,85,85,59,59,59,59,85,85,85,85,85,85,59,85,59,59
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,90,22,22,90,22,90,22,22,22,22,22,22,90,90,22,22,90,90,90,90,96,100,90,96,96,100,100,100,90,96,90,90,90,90,90,100,100,90,90,96,90,100,90,96,96,100,100,100,90,96,90,96,96,96,96,100,96,100,100
26,26,26,26,26,37,37,26,26,26,26,26,26,26,26,26,26,37,37,26,26,26,26,26,26,26,26,26,26,26,26,26,44,44,37,44,37,37,37,44,44,37,44,44,37,44,37,44,44,44,44,44,44,84,84,44,44,37,37,44,84,82,37,84,82,82,84,84,84,82,82,82,82,84,82,84,84,84,84,82,82,82,84,84,82,82,84,84,84,84,82,82,82,82,82,82,84,82,84,84
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
21,21,21,21,21,21,21,21,21,21,21,21,34,34,21,21,21,21,21,21,21,21,21,21,34,21,21,21,21,34,34,34,21,34,21,21,21,21,21,21,34,99,21,21,99,21,21,21,21,34,34,34,34,99,21,34,34,99,99,34,99,34,99,99,34,34,99,99,99,34,34,34,34,99,99,99,99,99,99,99,34,34,99,99,34,34,99,99,99,99,34,99,34,99,34,34,99,34,99,99
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,74,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,74,74,74,36,36,74,36,36,74,36,74,36,36,36,36,36,36,74,74,36,36,74,74,74,74,36,74,74,93,93,74,74,74,74,93,93,93,74,74,74,74,74,74,74,93,93,74,74,93,93,74,74,74,74,93,93,93,93,93,93,74,93,74,74
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75,75,75,70,70,75,70,70,75,70,75,70,70,70,70,70,70,75,75,70,70,75,75,70,75,70,75,75,70,70,75,75,75,70,70,70,70,75,75,75,75,75,75,75,70,70,75,75,70,70,75,75,75,75,70,75,70,70,70,70,75,70,75,75
10,13,3,3,10,3,3,3,3,10,3,10,13,13,3,3,13,38,38,3,10,10,25,10,25,10,10,10,49,25,25,25,49,25,38,56,38,38,38,49,56,38,49,49,47,56,47,49,49,56,56,56,71,47,47,56,56,68,47,49,47,56,68,68,71,71,68,68,68,56,71,56,56,68,92,92,68,68,92,92,71,92,68,92,71,71,68,68,68,92,92,92,71,92,92,71,68,71,68,92
6,32,6,6,6,6,6,6,6,6,6,32,32,32,6,6,32,6,6,6,32,32,32,6,32,6,32,6,6,32,32,32,32,32,61,32,61,61,61,61,32,61,61,32,61,32,61,61,61,32,32,32,32,61,61,61,32,61,61,61,61,32,61,61,32,32,61,61,61,61,32,61,61,61,61,61,61,61,61,61,32,61,61,61,32,32,61,61,61,61,61,61,32,61,61,32,61,32,61,61
15,30,15,15,15,11,11,11,15,15,11,30,30,30,15,11,30,11,11,11,30,30,30,15,30,15,30,15,15,30,30,30,30,30,39,30,39,39,39,15,30,39,57,57,39,57,39,54,54,57,57,53,53,54,54,57,57,64,64,54,64,57,69,64,57,57,69,69,69,72,53,72,72,83,72,54,78,78,72,72,72,72,83,83,72,53,78,78,83,83,72,72,72,72,72,72,83,72,83,83
17,17,17,17,17,55,55,17,17,17,55,17,17,17,17,55,17,55,55,55,17,17,17,17,17,17,17,17,55,17,17,17,17,17,55,17,55,55,55,55,17,55,55,55,55,55,55,55,55,66,66,66,66,55,55,66,66,55,55,55,55,66,55,55,66,66,97,97,97,80,66,80,80,55,80,80,97,97,80,80,66,80,97,80,66,66,97,97,97,80,80,80,66,80,66,66,97,66,97,97
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,77,77,18,18,77,77,77,77,88,77,77,88,88,77,77,77,88,88,88,88,77,88,88,77,77,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
29,43,8,8,29,8,8,8,8,29,8,29,43,43,29,8,43,8,8,8,29,29,43,29,43,29,43,29,29,43,43,43,43,43,29,43,29,29,29,43,43,8,43,43,29,43,60,60,43,43,43,43,73,60,60,60,73,60,60,60,60,73,60,60,73,73,60,60,60,60,73,73,73,60,60,60,60,60,60,73,73,73,60,60,95,95,60,60,60,60,94,94,95,94,95,95,60,95,60,94
26,23,16,16,26,16,16,16,16,26,16,23,23,23,16,16,23,16,16,16,23,26,23,26,23,26,26,26,26,23,23,23,26,23,16,51,16,16,16,26,51,16,26,51,16,51,16,26,26,51,51,51,51,76,76,51,51,76,76,76,76,51,76,76,51,51,76,76,76,76,51,76,51,76,76,76,100,100,76,76,51,76,100,76,51,51,100,100,100,76,76,76,51,76,76,51,100,51,100,100
4,27,4,4,4,4,4,4,4,4,4,27,27,27,4,4,27,4,4,4,27,27,27,27,27,27,27,27,48,27,27,27,27,27,48,27,48,48,48,48,27,67,48,48,48,48,48,48,48,27,27,27,27,48,48,82,82,67,67,48,48,82,67,67,82,82,67,67,67,82,91,82,82,67,82,82,67,67,82,82,91,82,89,89,91,91,89,89,89,82,91,91,91,91,91,91,89,91,89,89
22,22,24,24,22,20,20,20,20,24,20,22,22,22,24,20,22,20,20,20,22,22,22,24,22,24,22,24,24,22,22,22,24,22,20,22,37,37,37,24,22,37,24,24,37,24,37,59,24,22,22,22,22,59,59,24,22,58,59,84,59,22,58,59,22,22,58,58,58,84,22,84,84,59,84,84,87,87,84,84,84,84,84,84,84,84,87,87,87,84,84,84,84,84,84,84,87,84,87,84
2,2,2,2,2,2,2,2,2,2,79,2,2,2,2,79,2,79,79,79,2,2,2,2,2,62,2,62,62,2,2,2,62,62,79,62,79,79,79,62,62,79,62,62,79,62,79,79,79,62,62,62,62,79,79,62,62,79,79,79,79,62,79,79,62,62,79,79,79,79,85,79,62,79,79,79,79,79,79,79,85,79,79,79,85,85,79,79,79,79,85,79,98,85,85,98,79,98,79,79
12,12,12,12,12,40,40,40,12,12,40,12,12,12,12,40,12,40,40,40,12,12,12,12,12,12,12,40,40,12,12,12,40,12,40,40,40,40,40,40,12,40,40,40,40,40,40,40,40,40,40,81,81,40,40,40,81,40,40,40,40,81,40,40,81,81,40,40,40,81,81,81,81,40,81,40,40,40,81,81,81,81,40,81,81,81,40,40,40,81,81,81,81,81,81,81,81,81,81,81
33,14,33,33,33,35,35,35,35,33,35,33,14,14,35,35,14,45,35,35,33,33,41,33,14,33,33,33,33,41,41,14,33,41,35,41,45,35,35,33,41,45,33,33,45,33,45,35,35,52,41,52,52,35,35,52,52,45,45,33,45,52,45,45,52,52,45,45,45,90,52,90,52,90,90,90,45,45,90,90,96,90,90,90,96,96,90,90,90,90,96,90,96,96,96,96,90,96,90,90
7,44,7,7,7,7,7,7,7,7,7,44,44,44,7,19,44,19,19,19,44,44,44,44,44,44,44,44,44,44,44,65,44,44,19,44,19,19,19,44,44,19,44,44,19,44,19,44,44,65,44,65,65,44,44,44,65,19,19,44,44,65,19,44,65,65,19,19,19,65,65,65,65,44,65,44,19,19,65,65,65,65,44,44,86,86,44,44,44,65,86,65,86,86,86,86,44,86,44,65
1,31,9,9,5,9,9,9,9,5,9,5,31,31,9,9,31,42,9,9,5,28,31,28,31,28,28,28,28,31,31,31,28,31,28,31,42,42,42,28,50,42,28,28,42,28,42,28,28,50,50,50,50,42,42,50,50,63,63,50,63,50,63,63,50,50,63,63,63,50,50,50,50,63,50,63,63,63,50,50,50,50,63,63,50,50,63,63,63,63,50,50,50,50,50,50,63,50,63,63
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,97,36,36,97,36,36,36,36,36,36,36,71,36,36,36,36,97,97,36,97,71,97,97,71,71,97,97,97,36,71,71,71,97,97,97,97,97,97,71,71,71,97,97,71,71,97,97,97,97,71,71,71,71,71,71,97,71,97,97
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,93,39,93,39,39,47,39,39,39,39,47,39,39,47,39,47,39,39,93,39,93,93,47,47,39,93,47,47,47,47,93,47,47,93,93,47,47,47,47,93,93,93,47,47,47,47,47,47,93,93,93,47,47,93,93,47,47,47,47,93,93,93,93,93,93,47,93,47,47
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,78,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,78,56,56,56,56,78,56,56,78,56,78,56,56,56,56,56,56,56,56,56,56,78,78,56,78,56,78,78,56,56,78,78,78,56,56,56,56,78,56,56,78,78,56,56,56,56,78,78,56,56,78,78,78,56,56,56,56,56,56,56,78,56,78,78
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,94,15,15,94,94,15,15,94,15,94,15,15,94,94,15,15,15,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
21,32,21,21,21,21,21,21,21,21,21,21,32,32,21,21,21,21,21,21,21,21,21,21,32,21,21,21,21,34,34,32,21,34,21,21,77,75,75,21,34,77,21,21,77,21,75,75,75,34,34,53,53,75,75,72,66,77,77,75,75,66,77,77,66,66,77,77,77,72,66,72,72,77,75,75,77,77,75,75,66,72,77,75,66,66,77,77,77,75,92,92,66,92,92,92,77,92,77,77
29,29,16,16,29,16,16,16,16,29,16,29,29,29,16,16,29,16,16,16,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,59,59,59,29,29,59,29,29,59,29,59,29,29,29,29,29,29,59,59,29,29,59,59,59,59,29,67,59,29,29,67,67,69,59,29,59,29,69,59,59,67,67,59,59,29,59,69,59,29,29,67,67,69,59,59,59,29,59,59,59,69,59,69,69
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
